id,date_raw,upc,transfer_type,number,timestamp,operation_type,from_storage,to_storage,storage
2048,9/3/2023 14:36:44,000000000253,RECOUNT - Shelf,4,2023-09-03 14:36:44,COUNT,,Shelf,Shelf
2049,9/3/2023 14:36:54,000000000277,RECOUNT - Shelf,3,2023-09-03 14:36:54,COUNT,,Shelf,Shelf
2050,9/3/2023 14:37:2,000000000284,RECOUNT - Shelf,2,2023-09-03 14:37:02,COUNT,,Shelf,Shelf
2051,9/3/2023 14:37:8,000000000291,RECOUNT - Shelf,1,2023-09-03 14:37:08,COUNT,,Shelf,Shelf
2052,9/3/2023 14:37:14,000000000307,RECOUNT - Shelf,2,2023-09-03 14:37:14,COUNT,,Shelf,Shelf
2053,9/3/2023 14:37:20,000000000314,RECOUNT - Shelf,4,2023-09-03 14:37:20,COUNT,,Shelf,Shelf
2054,9/4/2023 1:42:12,000000000550,Shelf -> Other,1,2023-09-04 01:42:12,TAKEOUT,Shelf,,Shelf
2055,9/4/2023 10:1:7,000000000741,Shelf -> Other,1,2023-09-04 10:01:07,TAKEOUT,Shelf,,Shelf
2056,9/4/2023 10:5:21,000000000338,Shelf -> Other,1,2023-09-04 10:05:21,TAKEOUT,Shelf,,Shelf
2057,9/4/2023 10:5:28,000000000369,Shelf -> Other,1,2023-09-04 10:05:28,TAKEOUT,Shelf,,Shelf
2058,9/4/2023 10:9:12,000000000024,Shelf -> Other,4,2023-09-04 10:09:12,TAKEOUT,Shelf,,Shelf
2059,9/4/2023 10:9:46,000000000017,Shelf -> Other,1,2023-09-04 10:09:46,TAKEOUT,Shelf,,Shelf
2060,9/4/2023 10:9:51,000000000017,Shelf -> Other,1,2023-09-04 10:09:51,TAKEOUT,Shelf,,Shelf
2061,9/4/2023 20:40:39,000000000567,Shelf -> Other,1,2023-09-04 20:40:39,TAKEOUT,Shelf,,Shelf
2062,9/4/2023 20:41:13,000000000543,Shelf -> Other,1,2023-09-04 20:41:13,TAKEOUT,Shelf,,Shelf
2063,9/5/2023 18:41:45,000000000024,Shelf -> Other,2,2023-09-05 18:41:45,TAKEOUT,Shelf,,Shelf
2064,9/5/2023 18:42:1,000000000062,Shelf -> Other,1,2023-09-05 18:42:01,TAKEOUT,Shelf,,Shelf
2065,9/7/2023 12:54:36,000000000840,Shelf -> Other,2,2023-09-07 12:54:36,TAKEOUT,Shelf,,Shelf
2066,9/7/2023 12:54:56,000000000017,Shelf -> Other,1,2023-09-07 12:54:56,TAKEOUT,Shelf,,Shelf
2067,9/7/2023 13:0:25,000000000017,Shelf -> Other,1,2023-09-07 13:00:25,TAKEOUT,Shelf,,Shelf
2068,9/7/2023 13:1:39,000000000741,Shelf -> Other,1,2023-09-07 13:01:39,TAKEOUT,Shelf,,Shelf
2069,9/8/2023 10:52:28,000000000260,Shelf -> Other,1,2023-09-08 10:52:28,TAKEOUT,Shelf,,Shelf
2070,9/8/2023 11:44:59,000000000338,Shelf -> Other,3,2023-09-08 11:44:59,TAKEOUT,Shelf,,Shelf
2071,9/8/2023 11:45:10,000000000741,Shelf -> Other,1,2023-09-08 11:45:10,TAKEOUT,Shelf,,Shelf
2072,9/8/2023 11:46:2,000000000369,Shelf -> Other,1,2023-09-08 11:46:02,TAKEOUT,Shelf,,Shelf
2073,9/8/2023 11:46:14,000000000345,Shelf -> Other,1,2023-09-08 11:46:14,TAKEOUT,Shelf,,Shelf
2074,9/8/2023 11:46:24,000000000376,Shelf -> Other,2,2023-09-08 11:46:24,TAKEOUT,Shelf,,Shelf
2075,9/8/2023 11:53:2,000000000369,Shelf -> Other,2,2023-09-08 11:53:02,TAKEOUT,Shelf,,Shelf
2076,9/8/2023 17:13:38,000000000024,Shelf -> Other,4,2023-09-08 17:13:38,TAKEOUT,Shelf,,Shelf
2077,9/8/2023 17:13:46,000000000000,Shelf -> Other,1,2023-09-08 17:13:46,TAKEOUT,Shelf,,Shelf
2078,9/9/2023 16:59:52,000000000567,Delivery -> Cage,20,2023-09-09 16:59:52,RESTOCK,,Cage,Cage
2079,9/9/2023 17:0:1,000000000550,Delivery -> Cage,20,2023-09-09 17:00:01,RESTOCK,,Cage,Cage
2080,9/9/2023 17:0:24,000000000543,Delivery -> Cage,11,2023-09-09 17:00:24,RESTOCK,,Cage,Cage
2081,9/9/2023 17:4:43,000000000338,Delivery -> Cage,50,2023-09-09 17:04:43,RESTOCK,,Cage,Cage
2082,9/9/2023 17:6:57,000000000338,Cage -> Shelf,5,2023-09-09 17:06:57,TRANSFER,Cage,Shelf,Shelf
2083,9/9/2023 17:8:12,000000001120,Delivery -> Cage,48,2023-09-09 17:08:12,RESTOCK,,Cage,Cage
2084,9/9/2023 17:13:50,000000001120,Cage -> Shelf,10,2023-09-09 17:13:50,TRANSFER,Cage,Shelf,Shelf
2085,9/9/2023 17:20:6,000000000741,Delivery -> Cage,10,2023-09-09 17:20:06,RESTOCK,,Cage,Cage
2086,9/9/2023 17:20:16,000000000451,Delivery -> Cage,10,2023-09-09 17:20:16,RESTOCK,,Cage,Cage
2087,9/9/2023 17:20:29,000000000963,Delivery -> Cage,6,2023-09-09 17:20:29,RESTOCK,,Cage,Cage
2088,9/9/2023 17:20:43,000000000840,Delivery -> Cage,36,2023-09-09 17:20:43,RESTOCK,,Cage,Cage
2089,9/10/2023 6:25:28,000000001090,Shelf -> Other,2,2023-09-10 06:25:28,TAKEOUT,Shelf,,Shelf
2090,9/10/2023 13:25:56,000000000741,Shelf -> Other,1,2023-09-10 13:25:56,TAKEOUT,Shelf,,Shelf
2091,9/10/2023 13:26:8,000000000567,Shelf -> Other,2,2023-09-10 13:26:08,TAKEOUT,Shelf,,Shelf
2092,9/10/2023 23:2:18,000000000055,Shelf -> Other,1,2023-09-10 23:02:18,TAKEOUT,Shelf,,Shelf
2093,9/10/2023 23:2:35,000000000062,Shelf -> Other,3,2023-09-10 23:02:35,TAKEOUT,Shelf,,Shelf
2094,9/10/2023 23:2:58,000000001113,Shelf -> Other,2,2023-09-10 23:02:58,TAKEOUT,Shelf,,Shelf
2095,9/10/2023 23:3:10,000000001137,Shelf -> Other,1,2023-09-10 23:03:10,TAKEOUT,Shelf,,Shelf
2096,9/10/2023 23:3:15,000000001120,Shelf -> Other,1,2023-09-10 23:03:15,TAKEOUT,Shelf,,Shelf
2097,9/10/2023 23:4:7,000000000086,Shelf -> Other,1,2023-09-10 23:04:07,TAKEOUT,Shelf,,Shelf
2098,9/10/2023 23:4:11,000000000000,Shelf -> Other,1,2023-09-10 23:04:11,TAKEOUT,Shelf,,Shelf
2099,9/10/2023 23:4:16,000000000963,Shelf -> Other,1,2023-09-10 23:04:16,TAKEOUT,Shelf,,Shelf
2100,9/10/2023 23:4:42,000000001069,Shelf -> Other,1,2023-09-10 23:04:42,TAKEOUT,Shelf,,Shelf
2101,9/10/2023 23:4:44,000000000840,Shelf -> Other,1,2023-09-10 23:04:44,TAKEOUT,Shelf,,Shelf
2102,9/10/2023 23:5:10,000000000789,Shelf -> Other,1,2023-09-10 23:05:10,TAKEOUT,Shelf,,Shelf
2103,9/10/2023 23:5:13,000000000017,Shelf -> Other,2,2023-09-10 23:05:13,TAKEOUT,Shelf,,Shelf
2104,9/10/2023 23:5:47,000000000024,Shelf -> Other,1,2023-09-10 23:05:47,TAKEOUT,Shelf,,Shelf
2105,9/10/2023 23:5:59,000000000093,Shelf -> Other,1,2023-09-10 23:05:59,TAKEOUT,Shelf,,Shelf
2106,9/10/2023 23:8:31,000000001045,Shelf -> Other,1,2023-09-10 23:08:31,TAKEOUT,Shelf,,Shelf
2107,9/10/2023 23:11:50,000000000079,Shelf -> Other,1,2023-09-10 23:11:50,TAKEOUT,Shelf,,Shelf
2108,9/11/2023 13:47:53,000000000840,Shelf -> Other,2,2023-09-11 13:47:53,TAKEOUT,Shelf,,Shelf
2109,9/11/2023 20:38:48,000000000840,Shelf -> Other,1,2023-09-11 20:38:48,TAKEOUT,Shelf,,Shelf
2110,9/12/2023 17:20:18,000000000581,Shelf -> Other,12,2023-09-12 17:20:18,TAKEOUT,Shelf,,Shelf
2111,9/12/2023 17:20:24,000000000338,Shelf -> Other,1,2023-09-12 17:20:24,TAKEOUT,Shelf,,Shelf
2112,9/13/2023 15:49:44,000000001090,Shelf -> Other,1,2023-09-13 15:49:44,TAKEOUT,Shelf,,Shelf
2113,9/13/2023 15:59:35,000000000338,Shelf -> Other,2,2023-09-13 15:59:35,TAKEOUT,Shelf,,Shelf
2114,9/13/2023 15:59:49,000000000567,Shelf -> Other,1,2023-09-13 15:59:49,TAKEOUT,Shelf,,Shelf
2115,9/14/2023 15:26:25,000000001120,Shelf -> Other,4,2023-09-14 15:26:25,TAKEOUT,Shelf,,Shelf
2116,9/14/2023 23:19:27,000000000567,Shelf -> Other,1,2023-09-14 23:19:27,TAKEOUT,Shelf,,Shelf
2117,9/15/2023 19:54:3,000000000567,Shelf -> Other,5,2023-09-15 19:54:03,TAKEOUT,Shelf,,Shelf
2118,9/15/2023 23:27:54,000000000369,Shelf -> Other,1,2023-09-15 23:27:54,TAKEOUT,Shelf,,Shelf
2119,9/16/2023 2:54:2,000000001120,Shelf -> Other,1,2023-09-16 02:54:02,TAKEOUT,Shelf,,Shelf
2120,9/16/2023 19:1:34,000000001090,Shelf -> Other,1,2023-09-16 19:01:34,TAKEOUT,Shelf,,Shelf
2121,9/18/2023 16:53:9,000000001120,Shelf -> Other,1,2023-09-18 16:53:09,TAKEOUT,Shelf,,Shelf
2122,9/19/2023 15:8:47,000000001090,Cage -> Shelf,3,2023-09-19 15:08:47,TRANSFER,Cage,Shelf,Shelf
2123,9/19/2023 15:12:2,000000000000,Cage -> Shelf,3,2023-09-19 15:12:02,TRANSFER,Cage,Shelf,Shelf
2124,9/19/2023 15:12:43,000000000741,Cage -> Shelf,3,2023-09-19 15:12:43,TRANSFER,Cage,Shelf,Shelf
2125,9/19/2023 15:14:20,000000001120,Cage -> Shelf,3,2023-09-19 15:14:20,TRANSFER,Cage,Shelf,Shelf
2126,9/20/2023 18:26:8,000000000550,Shelf -> Other,2,2023-09-20 18:26:08,TAKEOUT,Shelf,,Shelf
2127,9/21/2023 14:48:35,000000000574,Shelf -> Other,1,2023-09-21 14:48:35,TAKEOUT,Shelf,,Shelf
2128,9/21/2023 14:53:19,000000000369,Shelf -> Other,2,2023-09-21 14:53:19,TAKEOUT,Shelf,,Shelf
2129,9/21/2023 16:58:13,000000000369,Shelf -> Other,1,2023-09-21 16:58:13,TAKEOUT,Shelf,,Shelf
2130,9/22/2023 0:6:57,000000000017,Shelf -> Other,1,2023-09-22 00:06:57,TAKEOUT,Shelf,,Shelf
2131,9/22/2023 9:10:52,000000000741,Shelf -> Other,1,2023-09-22 09:10:52,TAKEOUT,Shelf,,Shelf
2132,9/22/2023 10:52:37,000000000024,Shelf -> Other,7,2023-09-22 10:52:37,TAKEOUT,Shelf,,Shelf
2133,9/22/2023 10:52:57,000000000062,Shelf -> Other,2,2023-09-22 10:52:57,TAKEOUT,Shelf,,Shelf
2134,9/22/2023 10:53:10,000000001120,Shelf -> Other,1,2023-09-22 10:53:10,TAKEOUT,Shelf,,Shelf
2135,9/22/2023 10:53:20,000000000840,Shelf -> Other,2,2023-09-22 10:53:20,TAKEOUT,Shelf,,Shelf
2136,9/24/2023 12:13:21,000000000338,Shelf -> Other,1,2023-09-24 12:13:21,TAKEOUT,Shelf,,Shelf
2137,9/24/2023 22:17:30,000000000024,Shelf -> Other,1,2023-09-24 22:17:30,TAKEOUT,Shelf,,Shelf
2138,9/24/2023 22:17:53,000000000000,Shelf -> Other,1,2023-09-24 22:17:53,TAKEOUT,Shelf,,Shelf
2139,9/24/2023 22:18:26,000000000017,Shelf -> Other,2,2023-09-24 22:18:26,TAKEOUT,Shelf,,Shelf
2140,9/24/2023 22:18:39,000000000062,Shelf -> Other,2,2023-09-24 22:18:39,TAKEOUT,Shelf,,Shelf
2141,9/25/2023 11:29:18,000000000338,Shelf -> Other,1,2023-09-25 11:29:18,TAKEOUT,Shelf,,Shelf
2142,9/25/2023 11:29:45,000000000451,Shelf -> Other,1,2023-09-25 11:29:45,TAKEOUT,Shelf,,Shelf
2143,9/25/2023 11:30:13,000000000536,Shelf -> Other,1,2023-09-25 11:30:13,TAKEOUT,Shelf,,Shelf
2144,9/25/2023 11:30:50,000000000567,Shelf -> Other,1,2023-09-25 11:30:50,TAKEOUT,Shelf,,Shelf
2145,9/25/2023 11:31:39,000000000017,Shelf -> Other,1,2023-09-25 11:31:39,TAKEOUT,Shelf,,Shelf
2146,9/25/2023 11:32:12,000000000062,Shelf -> Other,1,2023-09-25 11:32:12,TAKEOUT,Shelf,,Shelf
2147,9/25/2023 19:9:56,000000000550,Shelf -> Other,1,2023-09-25 19:09:56,TAKEOUT,Shelf,,Shelf
2148,9/26/2023 8:52:42,000000000062,Shelf -> Other,5,2023-09-26 08:52:42,TAKEOUT,Shelf,,Shelf
2149,9/27/2023 8:40:59,000000000024,Shelf -> Other,1,2023-09-27 08:40:59,TAKEOUT,Shelf,,Shelf
2150,9/27/2023 13:24:48,000000000024,Shelf -> Other,6,2023-09-27 13:24:48,TAKEOUT,Shelf,,Shelf
2151,9/27/2023 13:25:5,000000000017,Shelf -> Other,4,2023-09-27 13:25:05,TAKEOUT,Shelf,,Shelf
2152,9/27/2023 13:25:30,000000000055,Shelf -> Other,4,2023-09-27 13:25:30,TAKEOUT,Shelf,,Shelf
2153,9/27/2023 13:26:9,000000000093,Shelf -> Other,1,2023-09-27 13:26:09,TAKEOUT,Shelf,,Shelf
2154,9/27/2023 15:24:26,000000000567,Shelf -> Other,1,2023-09-27 15:24:26,TAKEOUT,Shelf,,Shelf
2155,9/27/2023 15:24:34,000000000550,Shelf -> Other,1,2023-09-27 15:24:34,TAKEOUT,Shelf,,Shelf
2156,9/27/2023 17:5:18,000000001120,Shelf -> Other,4,2023-09-27 17:05:18,TAKEOUT,Shelf,,Shelf
2157,9/27/2023 17:44:36,000000000581,Shelf -> Other,1,2023-09-27 17:44:36,TAKEOUT,Shelf,,Shelf
2158,9/27/2023 21:13:21,000000000550,Cage -> Shelf,4,2023-09-27 21:13:21,TRANSFER,Cage,Shelf,Shelf
2159,9/27/2023 21:13:39,000000001120,Cage -> Shelf,11,2023-09-27 21:13:39,TRANSFER,Cage,Shelf,Shelf
2160,9/27/2023 21:15:10,000000000598,Cage -> Other,20,2023-09-27 21:15:10,TAKEOUT,Cage,,Cage
2161,9/27/2023 23:6:29,000000000369,Cage -> Other,1,2023-09-27 23:06:29,TAKEOUT,Cage,,Cage
2162,9/30/2023 13:12:58,000000000734,Cage -> Other,1,2023-09-30 13:12:58,TAKEOUT,Cage,,Cage
2163,9/30/2023 17:39:57,000000000017,Shelf -> Other,1,2023-09-30 17:39:57,TAKEOUT,Shelf,,Shelf
2164,9/30/2023 17:40:8,000000000840,Shelf -> Other,1,2023-09-30 17:40:08,TAKEOUT,Shelf,,Shelf
2165,9/30/2023 17:40:14,000000000000,Shelf -> Other,1,2023-09-30 17:40:14,TAKEOUT,Shelf,,Shelf
2166,9/30/2023 17:41:19,000000001120,Shelf -> Other,1,2023-09-30 17:41:19,TAKEOUT,Shelf,,Shelf
2167,10/1/2023 7:0:45,000000000024,Shelf -> Other,3,2023-10-01 07:00:45,TAKEOUT,Shelf,,Shelf
2168,10/2/2023 11:20:16,000000000741,Shelf -> Other,1,2023-10-02 11:20:16,TAKEOUT,Shelf,,Shelf
2169,10/2/2023 11:57:33,000000000338,Shelf -> Other,2,2023-10-02 11:57:33,TAKEOUT,Shelf,,Shelf
2170,10/2/2023 11:57:43,000000001120,Shelf -> Other,2,2023-10-02 11:57:43,TAKEOUT,Shelf,,Shelf
2171,10/2/2023 18:1:20,000000000741,Shelf -> Other,1,2023-10-02 18:01:20,TAKEOUT,Shelf,,Shelf
2172,10/3/2023 21:39:32,000000000598,Delivery -> Cage,80,2023-10-03 21:39:32,RESTOCK,,Cage,Cage
2173,10/3/2023 21:46:20,000000000970,Delivery -> Cage,10,2023-10-03 21:46:20,RESTOCK,,Cage,Cage
2174,10/3/2023 21:46:40,000000000581,Delivery -> Cage,300,2023-10-03 21:46:40,RESTOCK,,Cage,Cage
2175,10/3/2023 22:21:40,000000000338,Shelf -> Other,1,2023-10-03 22:21:40,TAKEOUT,Shelf,,Shelf
2176,10/3/2023 23:42:4,000000001090,Shelf -> Other,1,2023-10-03 23:42:04,TAKEOUT,Shelf,,Shelf
2177,10/3/2023 23:42:39,000000001090,Shelf -> Other,1,2023-10-03 23:42:39,TAKEOUT,Shelf,,Shelf
2178,10/4/2023 21:7:28,000000000918,Cage -> Other,1,2023-10-04 21:07:28,TAKEOUT,Cage,,Cage
2179,10/5/2023 9:2:1,011007649061,Shelf -> Other,1,2023-10-05 09:02:01,TAKEOUT,Shelf,,Shelf
2180,10/6/2023 15:7:12,000000000024,Shelf -> Other,1,2023-10-06 15:07:12,TAKEOUT,Shelf,,Shelf
2181,10/6/2023 15:16:35,000000000383,Shelf -> Other,1,2023-10-06 15:16:35,TAKEOUT,Shelf,,Shelf
2182,10/6/2023 16:24:53,000000000062,Shelf -> Other,3,2023-10-06 16:24:53,TAKEOUT,Shelf,,Shelf
2183,10/6/2023 16:29:31,000000000338,Shelf -> Other,2,2023-10-06 16:29:31,TAKEOUT,Shelf,,Shelf
2184,10/6/2023 16:32:49,000000001090,Shelf -> Other,1,2023-10-06 16:32:49,TAKEOUT,Shelf,,Shelf
2185,10/7/2023 0:22:18,000000000345,Shelf -> Other,1,2023-10-07 00:22:18,TAKEOUT,Shelf,,Shelf
2186,10/7/2023 0:25:28,000000000581,Shelf -> Other,20,2023-10-07 00:25:28,TAKEOUT,Shelf,,Shelf
2187,10/7/2023 1:52:15,000000000567,Shelf -> Other,2,2023-10-07 01:52:15,TAKEOUT,Shelf,,Shelf
2188,10/7/2023 10:58:56,000000000567,Cage -> Shelf,5,2023-10-07 10:58:56,TRANSFER,Cage,Shelf,Shelf
2189,10/7/2023 11:1:4,000000000383,Cage -> Shelf,1,2023-10-07 11:01:04,TRANSFER,Cage,Shelf,Shelf
2190,10/7/2023 11:3:31,000000000338,Cage -> Shelf,7,2023-10-07 11:03:31,TRANSFER,Cage,Shelf,Shelf
2191,10/7/2023 11:3:54,000000000741,Cage -> Shelf,2,2023-10-07 11:03:54,TRANSFER,Cage,Shelf,Shelf
2192,10/9/2023 12:33:15,000000000581,Shelf -> Other,1,2023-10-09 12:33:15,TAKEOUT,Shelf,,Shelf
2193,10/9/2023 19:13:1,000000000369,Shelf -> Other,2,2023-10-09 19:13:01,TAKEOUT,Shelf,,Shelf
2194,10/9/2023 19:19:59,000000000918,Delivery -> Cage,4,2023-10-09 19:19:59,RESTOCK,,Cage,Cage
2195,10/9/2023 19:22:26,000000000949,Delivery -> Cage,8,2023-10-09 19:22:26,RESTOCK,,Cage,Cage
2196,10/9/2023 19:22:37,000000000932,Delivery -> Cage,8,2023-10-09 19:22:37,RESTOCK,,Cage,Cage
2197,10/9/2023 19:40:29,000000000932,Shelf -> Other,4,2023-10-09 19:40:29,TAKEOUT,Shelf,,Shelf
2198,10/9/2023 19:40:38,000000000949,Shelf -> Other,4,2023-10-09 19:40:38,TAKEOUT,Shelf,,Shelf
2199,10/9/2023 22:9:2,000000000338,Shelf -> Other,0,2023-10-09 22:09:02,TAKEOUT,Shelf,,Shelf
2200,10/9/2023 22:9:13,000000000369,Shelf -> Other,1,2023-10-09 22:09:13,TAKEOUT,Shelf,,Shelf
2201,10/10/2023 18:57:33,000000000369,Shelf -> Other,1,2023-10-10 18:57:33,TAKEOUT,Shelf,,Shelf
2202,10/12/2023 20:39:19,000000000338,Shelf -> Other,1,2023-10-12 20:39:19,TAKEOUT,Shelf,,Shelf
2203,10/13/2023 12:57:53,000000000567,Shelf -> Other,1,2023-10-13 12:57:53,TAKEOUT,Shelf,,Shelf
2204,10/14/2023 13:7:21,000000000741,Shelf -> Other,1,2023-10-14 13:07:21,TAKEOUT,Shelf,,Shelf
2205,10/14/2023 13:7:54,000000000758,Shelf -> Other,1,2023-10-14 13:07:54,TAKEOUT,Shelf,,Shelf
2206,10/14/2023 13:8:39,000000001120,Shelf -> Other,1,2023-10-14 13:08:39,TAKEOUT,Shelf,,Shelf
2207,10/14/2023 21:40:31,000000000840,Shelf -> Other,1,2023-10-14 21:40:31,TAKEOUT,Shelf,,Shelf
2208,10/15/2023 17:52:26,000000000840,Cage -> Shelf,12,2023-10-15 17:52:26,TRANSFER,Cage,Shelf,Shelf
2209,10/15/2023 20:34:20,000000000857,Shelf -> Other,1,2023-10-15 20:34:20,TAKEOUT,Shelf,,Shelf
2210,10/16/2023 20:3:43,000000000338,Shelf -> Other,1,2023-10-16 20:03:43,TAKEOUT,Shelf,,Shelf
2211,10/16/2023 20:4:2,000000000345,Shelf -> Other,1,2023-10-16 20:04:02,TAKEOUT,Shelf,,Shelf
2212,10/16/2023 20:8:16,000000000567,Shelf -> Other,1,2023-10-16 20:08:16,TAKEOUT,Shelf,,Shelf
2213,10/16/2023 20:8:22,000000000550,Shelf -> Other,1,2023-10-16 20:08:22,TAKEOUT,Shelf,,Shelf
2214,10/16/2023 20:8:51,000000000543,Shelf -> Other,1,2023-10-16 20:08:51,TAKEOUT,Shelf,,Shelf
2215,10/18/2023 10:6:18,000000001090,Shelf -> Other,1,2023-10-18 10:06:18,TAKEOUT,Shelf,,Shelf
2216,10/18/2023 10:9:13,000000001090,Cage -> Shelf,4,2023-10-18 10:09:13,TRANSFER,Cage,Shelf,Shelf
2217,10/18/2023 10:14:3,000000000987,Cage -> Other,3,2023-10-18 10:14:03,TAKEOUT,Cage,,Cage
2218,10/19/2023 14:55:51,000000000741,Shelf -> Other,1,2023-10-19 14:55:51,TAKEOUT,Shelf,,Shelf
2219,10/19/2023 14:56:40,000000000451,Shelf -> Other,1,2023-10-19 14:56:40,TAKEOUT,Shelf,,Shelf
2220,10/20/2023 21:47:24,000000000581,Shelf -> Other,1,2023-10-20 21:47:24,TAKEOUT,Shelf,,Shelf
2221,10/21/2023 12:1:12,000000000840,Shelf -> Other,3,2023-10-21 12:01:12,TAKEOUT,Shelf,,Shelf
2222,10/21/2023 12:1:56,000000001120,Shelf -> Other,1,2023-10-21 12:01:56,TAKEOUT,Shelf,,Shelf
2223,10/21/2023 12:3:13,000000000000,Shelf -> Other,1,2023-10-21 12:03:13,TAKEOUT,Shelf,,Shelf
2224,10/21/2023 12:4:57,000000000338,Shelf -> Other,2,2023-10-21 12:04:57,TAKEOUT,Shelf,,Shelf
2225,10/21/2023 12:5:40,000000001090,Shelf -> Other,2,2023-10-21 12:05:40,TAKEOUT,Shelf,,Shelf
2226,10/21/2023 12:21:50,000000001090,Shelf -> Other,1,2023-10-21 12:21:50,TAKEOUT,Shelf,,Shelf
2227,10/21/2023 12:23:32,000000001144,Shelf -> Other,2,2023-10-21 12:23:32,TAKEOUT,Shelf,,Shelf
2228,10/21/2023 12:24:25,000000001120,Shelf -> Other,1,2023-10-21 12:24:25,TAKEOUT,Shelf,,Shelf
2229,10/21/2023 15:31:47,000000000918,Shelf -> Other,1,2023-10-21 15:31:47,TAKEOUT,Shelf,,Shelf
2230,10/21/2023 16:19:41,000000001120,Shelf -> Other,2,2023-10-21 16:19:41,TAKEOUT,Shelf,,Shelf
2231,10/22/2023 18:17:50,000000000338,Cage -> Shelf,5,2023-10-22 18:17:50,TRANSFER,Cage,Shelf,Shelf
2232,10/22/2023 18:18:17,000000000000,Cage -> Shelf,3,2023-10-22 18:18:17,TRANSFER,Cage,Shelf,Shelf
2233,10/23/2023 8:1:12,000000000338,Shelf -> Other,1,2023-10-23 08:01:12,TAKEOUT,Shelf,,Shelf
2234,10/23/2023 13:45:4,000000000567,Shelf -> Other,1,2023-10-23 13:45:04,TAKEOUT,Shelf,,Shelf
2235,10/23/2023 13:45:18,000000000024,Shelf -> Other,1,2023-10-23 13:45:18,TAKEOUT,Shelf,,Shelf
2236,10/23/2023 15:32:2,000000000574,Cage -> Shelf,2,2023-10-23 15:32:02,TRANSFER,Cage,Shelf,Shelf
2237,10/23/2023 15:32:9,000000000550,Cage -> Shelf,1,2023-10-23 15:32:09,TRANSFER,Cage,Shelf,Shelf
2238,10/23/2023 15:32:31,000000000451,Cage -> Shelf,4,2023-10-23 15:32:31,TRANSFER,Cage,Shelf,Shelf
2239,10/23/2023 15:35:10,000000001090,Cage -> Shelf,3,2023-10-23 15:35:10,TRANSFER,Cage,Shelf,Shelf
2240,10/23/2023 15:35:37,000000000567,Cage -> Shelf,3,2023-10-23 15:35:37,TRANSFER,Cage,Shelf,Shelf
2241,10/23/2023 17:20:58,000000000338,Shelf -> Other,1,2023-10-23 17:20:58,TAKEOUT,Shelf,,Shelf
2242,10/23/2023 17:26:14,000000000369,Shelf -> Other,1,2023-10-23 17:26:14,TAKEOUT,Shelf,,Shelf
2243,10/23/2023 19:52:32,000000000581,Shelf -> Other,1,2023-10-23 19:52:32,TAKEOUT,Shelf,,Shelf
2244,10/24/2023 4:20:50,000000000017,Shelf -> Other,1,2023-10-24 04:20:50,TAKEOUT,Shelf,,Shelf
2245,10/24/2023 4:59:31,000000001090,Shelf -> Other,1,2023-10-24 04:59:31,TAKEOUT,Shelf,,Shelf
2246,10/26/2023 15:54:10,000000000338,Shelf -> Other,1,2023-10-26 15:54:10,TAKEOUT,Shelf,,Shelf
2247,10/28/2023 6:12:21,000000000338,Shelf -> Other,5,2023-10-28 06:12:21,TAKEOUT,Shelf,,Shelf
2248,10/28/2023 9:11:21,000000000338,Cage -> Shelf,9,2023-10-28 09:11:21,TRANSFER,Cage,Shelf,Shelf
2249,10/28/2023 9:12:27,000000000369,Cage -> Shelf,14,2023-10-28 09:12:27,TRANSFER,Cage,Shelf,Shelf
2250,10/28/2023 13:0:5,000000000840,Shelf -> Other,2,2023-10-28 13:00:05,TAKEOUT,Shelf,,Shelf
2251,10/28/2023 22:51:1,000000000567,Shelf -> Other,1,2023-10-28 22:51:01,TAKEOUT,Shelf,,Shelf
2252,10/28/2023 22:51:4,000000000741,Shelf -> Other,1,2023-10-28 22:51:04,TAKEOUT,Shelf,,Shelf
2253,10/30/2023 20:15:15,000000001045,Shelf -> Other,1,2023-10-30 20:15:15,TAKEOUT,Shelf,,Shelf
2254,10/30/2023 20:15:39,000000000574,Shelf -> Other,1,2023-10-30 20:15:39,TAKEOUT,Shelf,,Shelf
2255,10/30/2023 20:16:17,000000000840,Shelf -> Other,1,2023-10-30 20:16:17,TAKEOUT,Shelf,,Shelf
2256,10/30/2023 20:17:36,000000000024,Shelf -> Other,8,2023-10-30 20:17:36,TAKEOUT,Shelf,,Shelf
2257,10/30/2023 22:21:15,000000000550,Shelf -> Other,1,2023-10-30 22:21:15,TAKEOUT,Shelf,,Shelf
2258,10/30/2023 22:21:22,000000000741,Shelf -> Other,1,2023-10-30 22:21:22,TAKEOUT,Shelf,,Shelf
2259,10/30/2023 22:24:44,000000000741,Shelf -> Other,1,2023-10-30 22:24:44,TAKEOUT,Shelf,,Shelf
2260,10/31/2023 2:32:0,000000000345,Shelf -> Other,2,2023-10-31 02:32:00,TAKEOUT,Shelf,,Shelf
2261,10/31/2023 11:6:32,000000001090,Shelf -> Other,1,2023-10-31 11:06:32,TAKEOUT,Shelf,,Shelf
2262,10/31/2023 18:23:25,000000000581,Cage -> Shelf,120,2023-10-31 18:23:25,TRANSFER,Cage,Shelf,Shelf
2263,10/31/2023 20:7:30,000000001137,Cage -> Shelf,1,2023-10-31 20:07:30,TRANSFER,Cage,Shelf,Shelf
2264,10/31/2023 20:7:35,000000001120,Cage -> Shelf,1,2023-10-31 20:07:35,TRANSFER,Cage,Shelf,Shelf
